"team","location","target","forecast.date","season","observation","observation2","score"
"kot","region8","onset",2016-01-06,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-01-11,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-01-18,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-01-25,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-02-01,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-02-08,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-02-15,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-02-22,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-02-29,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-03-07,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-03-14,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-03-21,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-03-28,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-04-04,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-04-11,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-04-18,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-04-25,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-05-02,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-05-09,"2015/2016",5,NA,-2.42814831596939
"kot","region8","onset",2016-05-16,"2015/2016",5,NA,-2.42814831596939
"kot","region8","pkper",2015-11-02,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2015-11-09,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2015-11-16,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2015-11-23,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2015-12-01,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2015-12-07,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2015-12-14,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2015-12-21,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2015-12-30,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-01-06,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-01-11,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-01-18,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-01-25,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-02-01,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-02-08,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-02-15,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-02-22,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-02-29,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-03-07,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-03-14,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-03-21,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-03-28,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-04-04,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-04-11,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-04-18,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-04-25,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-05-02,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-05-09,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkper",2016-05-16,"2015/2016",2.2,NA,-2.1982250776698
"kot","region8","pkwk",2015-11-02,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2015-11-09,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2015-11-16,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2015-11-23,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2015-12-01,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2015-12-07,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2015-12-14,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2015-12-21,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2015-12-30,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-01-06,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-01-11,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-01-18,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-01-25,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-02-01,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-02-08,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-02-15,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-02-22,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-02-29,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-03-07,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-03-14,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-03-21,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-03-28,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-04-04,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-04-11,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-04-18,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-04-25,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-05-02,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-05-09,"2015/2016",8,11,-1.73500113540945
"kot","region8","pkwk",2016-05-16,"2015/2016",8,11,-1.73500113540945
"kot","region9","onset",2015-11-02,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2015-11-09,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2015-11-16,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2015-11-23,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2015-12-01,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2015-12-07,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2015-12-14,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2015-12-21,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2015-12-30,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-01-06,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-01-11,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-01-18,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-01-25,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-02-01,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-02-08,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-02-15,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-02-22,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-02-29,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-03-07,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-03-14,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-03-21,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-03-28,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-04-04,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-04-11,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-04-18,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-04-25,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-05-02,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-05-09,"2015/2016",3,NA,-2.42814831596939
"kot","region9","onset",2016-05-16,"2015/2016",3,NA,-2.42814831596939
"kot","region9","pkper",2015-11-02,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2015-11-09,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2015-11-16,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2015-11-23,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2015-12-01,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2015-12-07,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2015-12-14,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2015-12-21,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2015-12-30,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-01-06,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-01-11,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-01-18,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-01-25,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-02-01,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-02-08,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-02-15,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-02-22,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-02-29,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-03-07,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-03-14,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-03-21,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-03-28,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-04-04,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-04-11,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-04-18,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-04-25,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-05-02,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-05-09,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkper",2016-05-16,"2015/2016",4.4,NA,-2.1982250776698
"kot","region9","pkwk",2015-11-02,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2015-11-09,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2015-11-16,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2015-11-23,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2015-12-01,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2015-12-07,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2015-12-14,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2015-12-21,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2015-12-30,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-01-06,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-01-11,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-01-18,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-01-25,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-02-01,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-02-08,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-02-15,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-02-22,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-02-29,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-03-07,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-03-14,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-03-21,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-03-28,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-04-04,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-04-11,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-04-18,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-04-25,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-05-02,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-05-09,"2015/2016",7,NA,-2.42814831596939
"kot","region9","pkwk",2016-05-16,"2015/2016",7,NA,-2.42814831596939
"kot","us","onset",2015-11-02,"2015/2016",3,NA,-2.42814831596939
"kot","us","onset",2015-11-09,"2015/2016",3,NA,-2.42814831596939
"kot","us","onset",2015-11-16,"2015/2016",3,NA,-2.42814831596939
"kot","us","onset",2015-11-23,"2015/2016",3,NA,-2.42814831596939
"kot","us","onset",2015-12-01,"2015/2016",3,NA,-2.42814831596939
"kot","us","onset",2015-12-07,"2015/2016",3,NA,-2.42814831596939
"kot","us","onset",2015-12-14,"2015/2016",3,NA,-2.42814831596939
"kot","us","onset",2015-12-21,"2015/2016",3,NA,-10
"kot","us","onset",2015-12-30,"2015/2016",3,NA,-4.8607808811898
"kot","us","onset",2016-01-06,"2015/2016",3,NA,-4.9943123834929
"kot","us","onset",2016-01-11,"2015/2016",3,NA,-5.84161039145155
"kot","us","onset",2016-01-18,"2015/2016",3,NA,-0.109348228941062
"kot","us","onset",2016-01-25,"2015/2016",3,NA,-0.137001446743337
"kot","us","onset",2016-02-01,"2015/2016",3,NA,-1.45528723303541
"kot","us","onset",2016-02-08,"2015/2016",3,NA,-0.573058858564507
"kot","us","onset",2016-02-15,"2015/2016",3,NA,-0.02947168082869
"kot","us","onset",2016-02-22,"2015/2016",3,NA,-0.02947168082869
"kot","us","onset",2016-02-29,"2015/2016",3,NA,-0.02947168082869
"kot","us","onset",2016-03-07,"2015/2016",3,NA,-0.02947168082869
"kot","us","onset",2016-03-14,"2015/2016",3,NA,-0.02947168082869
"kot","us","onset",2016-03-21,"2015/2016",3,NA,-0.02947168082869
"kot","us","onset",2016-03-28,"2015/2016",3,NA,-0.00299461237770087
"kot","us","onset",2016-04-04,"2015/2016",3,NA,-0.00299461237770087
"kot","us","onset",2016-04-11,"2015/2016",3,NA,-0.00299461237770087
"kot","us","onset",2016-04-18,"2015/2016",3,NA,-0.00299461237770087
"kot","us","onset",2016-04-25,"2015/2016",3,NA,-0.00299461237770087
"kot","us","onset",2016-05-02,"2015/2016",3,NA,-0.00299461237770087
"kot","us","onset",2016-05-09,"2015/2016",3,NA,-0.00299461237770087
"kot","us","onset",2016-05-16,"2015/2016",3,NA,-0.00299461237770087
"kot","us","pkper",2015-11-02,"2015/2016",3.6,NA,-2.1982250776698
"kot","us","pkper",2015-11-09,"2015/2016",3.6,NA,-2.1982250776698
"kot","us","pkper",2015-11-16,"2015/2016",3.6,NA,-2.1982250776698
"kot","us","pkper",2015-11-23,"2015/2016",3.6,NA,-2.1982250776698
"kot","us","pkper",2015-12-01,"2015/2016",3.6,NA,-2.1982250776698
"kot","us","pkper",2015-12-07,"2015/2016",3.6,NA,-2.1982250776698
"kot","us","pkper",2015-12-14,"2015/2016",3.6,NA,-2.1982250776698
"kot","us","pkper",2015-12-21,"2015/2016",3.6,NA,-1.42940880029838
"kot","us","pkper",2015-12-30,"2015/2016",3.6,NA,-1.29634612059674
"kot","us","pkper",2016-01-06,"2015/2016",3.6,NA,-0.681451137680475
"kot","us","pkper",2016-01-11,"2015/2016",3.6,NA,-1.39022363562986
"kot","us","pkper",2016-01-18,"2015/2016",3.6,NA,-0.519029112581257
"kot","us","pkper",2016-01-25,"2015/2016",3.6,NA,-0.274694874357228
"kot","us","pkper",2016-02-01,"2015/2016",3.6,NA,-0.288009238633429
"kot","us","pkper",2016-02-08,"2015/2016",3.6,NA,-0.138732051420473
"kot","us","pkper",2016-02-15,"2015/2016",3.6,NA,-0.0606246226039348
"kot","us","pkper",2016-02-22,"2015/2016",3.6,NA,-0.0471738250162583
"kot","us","pkper",2016-02-29,"2015/2016",3.6,NA,-0.0469851542839105
"kot","us","pkper",2016-03-07,"2015/2016",3.6,NA,-0.779265940376809
"kot","us","pkper",2016-03-14,"2015/2016",3.6,NA,-1.05629828468882
"kot","us","pkper",2016-03-21,"2015/2016",3.6,NA,-4.84713548665059
"kot","us","pkper",2016-03-28,"2015/2016",3.6,NA,-0.00671042635627469
"kot","us","pkper",2016-04-04,"2015/2016",3.6,NA,-0.00801768181970842
"kot","us","pkper",2016-04-11,"2015/2016",3.6,NA,-0.00882388164820828
"kot","us","pkper",2016-04-18,"2015/2016",3.6,NA,-0.00872054849356927
"kot","us","pkper",2016-04-25,"2015/2016",3.6,NA,-0.0260778877201682
"kot","us","pkper",2016-05-02,"2015/2016",3.6,NA,-2.70685367188558
"kot","us","pkper",2016-05-09,"2015/2016",3.6,NA,-0.00239688521744239
"kot","us","pkper",2016-05-16,"2015/2016",3.6,NA,-0.00239688521744228
"kot","us","pkwk",2015-11-02,"2015/2016",10,NA,-2.42814831596939
"kot","us","pkwk",2015-11-09,"2015/2016",10,NA,-2.42814831596939
"kot","us","pkwk",2015-11-16,"2015/2016",10,NA,-2.42814831596939
"kot","us","pkwk",2015-11-23,"2015/2016",10,NA,-2.42814831596939
"kot","us","pkwk",2015-12-01,"2015/2016",10,NA,-2.42814831596939
"kot","us","pkwk",2015-12-07,"2015/2016",10,NA,-2.42814831596939
"kot","us","pkwk",2015-12-14,"2015/2016",10,NA,-2.42814831596939
"kot","us","pkwk",2015-12-21,"2015/2016",10,NA,-5.14361096345372
"kot","us","pkwk",2015-12-30,"2015/2016",10,NA,-2.09603537704687
"kot","us","pkwk",2016-01-06,"2015/2016",10,NA,-1.82222865939151
"kot","us","pkwk",2016-01-11,"2015/2016",10,NA,-3.76216859452169
"kot","us","pkwk",2016-01-18,"2015/2016",10,NA,-0.956286183863179
"kot","us","pkwk",2016-01-25,"2015/2016",10,NA,-0.67967247642974
"kot","us","pkwk",2016-02-01,"2015/2016",10,NA,-0.847622488404888
"kot","us","pkwk",2016-02-08,"2015/2016",10,NA,-0.740654849926752
"kot","us","pkwk",2016-02-15,"2015/2016",10,NA,-1.9045249323303
"kot","us","pkwk",2016-02-22,"2015/2016",10,NA,-1.28407356586786
"kot","us","pkwk",2016-02-29,"2015/2016",10,NA,-0.404375188884988
"kot","us","pkwk",2016-03-07,"2015/2016",10,NA,-1.1433481833095
"kot","us","pkwk",2016-03-14,"2015/2016",10,NA,-3.57053822690839
"kot","us","pkwk",2016-03-21,"2015/2016",10,NA,-3.48173624294939
"kot","us","pkwk",2016-03-28,"2015/2016",10,NA,-0.0330323854655241
"kot","us","pkwk",2016-04-04,"2015/2016",10,NA,-0.0437222544178974
"kot","us","pkwk",2016-04-11,"2015/2016",10,NA,-0.042763799832682
"kot","us","pkwk",2016-04-18,"2015/2016",10,NA,-0.0238304050715885
"kot","us","pkwk",2016-04-25,"2015/2016",10,NA,-0.0671932932075609
"kot","us","pkwk",2016-05-02,"2015/2016",10,NA,-0.0722160128080417
"kot","us","pkwk",2016-05-09,"2015/2016",10,NA,-0.0436999820381132
"kot","us","pkwk",2016-05-16,"2015/2016",10,NA,-0.0384037444754165
"kot","region1","1wk",2015-11-02,"2015/2016",0.767136,NA,-2.1982250776698
"kot","region1","1wk",2015-11-09,"2015/2016",0.923337,NA,-2.1982250776698
"kot","region1","1wk",2015-11-16,"2015/2016",0.767975,NA,-2.1982250776698
"kot","region1","1wk",2015-11-23,"2015/2016",0.736201,NA,-2.1982250776698
"kot","region1","1wk",2015-12-01,"2015/2016",0.954736,NA,-2.1982250776698
"kot","region1","1wk",2015-12-07,"2015/2016",0.807851,NA,-2.1982250776698
"kot","region1","1wk",2015-12-14,"2015/2016",0.975831,NA,-2.1982250776698
"kot","region1","1wk",2015-12-21,"2015/2016",1.03668,NA,-2.1982250776698
"kot","region1","1wk",2015-12-30,"2015/2016",1.38302,NA,-2.1982250776698
"kot","region1","1wk",2016-01-06,"2015/2016",1.59869,NA,-2.1982250776698
"kot","region1","1wk",2016-01-11,"2015/2016",1.32779,NA,-2.1982250776698
"kot","region1","1wk",2016-01-18,"2015/2016",1.40757,NA,-2.1982250776698
"kot","region1","1wk",2016-01-25,"2015/2016",1.51447,NA,-2.1982250776698
"kot","region1","1wk",2016-02-01,"2015/2016",1.70551,NA,-2.1982250776698
"kot","region1","1wk",2016-02-08,"2015/2016",1.80717,NA,-2.1982250776698
"kot","region1","1wk",2016-02-15,"2015/2016",1.9911,NA,-2.1982250776698
"kot","region1","1wk",2016-02-22,"2015/2016",1.98808,NA,-2.1982250776698
"kot","region1","1wk",2016-02-29,"2015/2016",1.97011,NA,-2.1982250776698
"kot","region1","1wk",2016-03-07,"2015/2016",2.00001,NA,-2.1982250776698
"kot","region1","1wk",2016-03-14,"2015/2016",2.54487,NA,-2.1982250776698
"kot","region1","1wk",2016-03-21,"2015/2016",2.20908,NA,-2.1982250776698
"kot","region1","1wk",2016-03-28,"2015/2016",2.01418,NA,-2.1982250776698
"kot","region1","1wk",2016-04-04,"2015/2016",2.04122,NA,-2.1982250776698
"kot","region1","1wk",2016-04-11,"2015/2016",1.7142,NA,-2.1982250776698
"kot","region1","1wk",2016-04-18,"2015/2016",1.57636,NA,-2.1982250776698
"kot","region1","1wk",2016-04-25,"2015/2016",1.62609,NA,-2.1982250776698
"kot","region1","1wk",2016-05-02,"2015/2016",1.13384,NA,-2.1982250776698
"kot","region1","1wk",2016-05-09,"2015/2016",1.06983,NA,-2.1982250776698
"kot","region1","1wk",2016-05-16,"2015/2016",0.899248,NA,-2.1982250776698
"kot","region1","2wk",2015-11-02,"2015/2016",0.923337,NA,-2.1982250776698
"kot","region1","2wk",2015-11-09,"2015/2016",0.767975,NA,-2.1982250776698
"kot","region1","2wk",2015-11-16,"2015/2016",0.736201,NA,-2.1982250776698
"kot","region1","2wk",2015-11-23,"2015/2016",0.954736,NA,-2.1982250776698
"kot","region1","2wk",2015-12-01,"2015/2016",0.807851,NA,-2.1982250776698
"kot","region1","2wk",2015-12-07,"2015/2016",0.975831,NA,-2.1982250776698
"kot","region1","2wk",2015-12-14,"2015/2016",1.03668,NA,-2.1982250776698
"kot","region1","2wk",2015-12-21,"2015/2016",1.38302,NA,-2.1982250776698
"kot","region1","2wk",2015-12-30,"2015/2016",1.59869,NA,-2.1982250776698
"kot","region1","2wk",2016-01-06,"2015/2016",1.32779,NA,-2.1982250776698
"kot","region1","2wk",2016-01-11,"2015/2016",1.40757,NA,-2.1982250776698
"kot","region1","2wk",2016-01-18,"2015/2016",1.51447,NA,-2.1982250776698
"kot","region1","2wk",2016-01-25,"2015/2016",1.70551,NA,-2.1982250776698
"kot","region1","2wk",2016-02-01,"2015/2016",1.80717,NA,-2.1982250776698
"kot","region1","2wk",2016-02-08,"2015/2016",1.9911,NA,-2.1982250776698
"kot","region1","2wk",2016-02-15,"2015/2016",1.98808,NA,-2.1982250776698
"kot","region1","2wk",2016-02-22,"2015/2016",1.97011,NA,-2.1982250776698
"kot","region1","2wk",2016-02-29,"2015/2016",2.00001,NA,-2.1982250776698
"kot","region1","2wk",2016-03-07,"2015/2016",2.54487,NA,-2.1982250776698
"kot","region1","2wk",2016-03-14,"2015/2016",2.20908,NA,-2.1982250776698
"kot","region1","2wk",2016-03-21,"2015/2016",2.01418,NA,-2.1982250776698
"kot","region1","2wk",2016-03-28,"2015/2016",2.04122,NA,-2.1982250776698
"kot","region1","2wk",2016-04-04,"2015/2016",1.7142,NA,-2.1982250776698
"kot","region1","2wk",2016-04-11,"2015/2016",1.57636,NA,-2.1982250776698
"kot","region1","2wk",2016-04-18,"2015/2016",1.62609,NA,-2.1982250776698
"kot","region1","2wk",2016-04-25,"2015/2016",1.13384,NA,-2.1982250776698
"kot","region1","2wk",2016-05-02,"2015/2016",1.06983,NA,-2.1982250776698
"kot","region1","2wk",2016-05-09,"2015/2016",0.899248,NA,-2.1982250776698
"kot","region1","2wk",2016-05-16,"2015/2016",0.896441,NA,-2.1982250776698
"kot","region1","3wk",2015-11-02,"2015/2016",0.767975,NA,-2.1982250776698
"kot","region1","3wk",2015-11-09,"2015/2016",0.736201,NA,-2.1982250776698
"kot","region1","3wk",2015-11-16,"2015/2016",0.954736,NA,-2.1982250776698
"kot","region1","3wk",2015-11-23,"2015/2016",0.807851,NA,-2.1982250776698
"kot","region1","3wk",2015-12-01,"2015/2016",0.975831,NA,-2.1982250776698
"kot","region1","3wk",2015-12-07,"2015/2016",1.03668,NA,-2.1982250776698
"kot","region1","3wk",2015-12-14,"2015/2016",1.38302,NA,-2.1982250776698
"kot","region1","3wk",2015-12-21,"2015/2016",1.59869,NA,-2.1982250776698
"kot","region1","3wk",2015-12-30,"2015/2016",1.32779,NA,-2.1982250776698
"kot","region1","3wk",2016-01-06,"2015/2016",1.40757,NA,-2.1982250776698
"kot","region1","3wk",2016-01-11,"2015/2016",1.51447,NA,-2.1982250776698
"kot","region1","3wk",2016-01-18,"2015/2016",1.70551,NA,-2.1982250776698
"kot","region1","3wk",2016-01-25,"2015/2016",1.80717,NA,-2.1982250776698
"kot","region1","3wk",2016-02-01,"2015/2016",1.9911,NA,-2.1982250776698
"kot","region1","3wk",2016-02-08,"2015/2016",1.98808,NA,-2.1982250776698
"kot","region1","3wk",2016-02-15,"2015/2016",1.97011,NA,-2.1982250776698
"kot","region1","3wk",2016-02-22,"2015/2016",2.00001,NA,-2.1982250776698
"kot","region1","3wk",2016-02-29,"2015/2016",2.54487,NA,-2.1982250776698
"kot","region1","3wk",2016-03-07,"2015/2016",2.20908,NA,-2.1982250776698
"kot","region1","3wk",2016-03-14,"2015/2016",2.01418,NA,-2.1982250776698
"kot","region1","3wk",2016-03-21,"2015/2016",2.04122,NA,-2.1982250776698
"kot","region1","3wk",2016-03-28,"2015/2016",1.7142,NA,-2.1982250776698
"kot","region1","3wk",2016-04-04,"2015/2016",1.57636,NA,-2.1982250776698
"kot","region1","3wk",2016-04-11,"2015/2016",1.62609,NA,-2.1982250776698
"kot","region1","3wk",2016-04-18,"2015/2016",1.13384,NA,-2.1982250776698
"kot","region1","3wk",2016-04-25,"2015/2016",1.06983,NA,-2.1982250776698
"kot","region1","3wk",2016-05-02,"2015/2016",0.899248,NA,-2.1982250776698
"kot","region1","3wk",2016-05-09,"2015/2016",0.896441,NA,-2.1982250776698
"kot","region1","3wk",2016-05-16,"2015/2016",0.844339,NA,-2.1982250776698
"kot","region1","4wk",2015-11-02,"2015/2016",0.736201,NA,-2.1982250776698
"kot","region1","4wk",2015-11-09,"2015/2016",0.954736,NA,-2.1982250776698
"kot","region1","4wk",2015-11-16,"2015/2016",0.807851,NA,-2.1982250776698
"kot","region1","4wk",2015-11-23,"2015/2016",0.975831,NA,-2.1982250776698
"kot","region1","4wk",2015-12-01,"2015/2016",1.03668,NA,-2.1982250776698
"kot","region1","4wk",2015-12-07,"2015/2016",1.38302,NA,-2.1982250776698
"kot","region1","4wk",2015-12-14,"2015/2016",1.59869,NA,-2.1982250776698
"kot","region1","4wk",2015-12-21,"2015/2016",1.32779,NA,-2.1982250776698
"kot","region1","4wk",2015-12-30,"2015/2016",1.40757,NA,-2.1982250776698
